"iso2c","country","year","life_expectancy","mortality_infant","mortality_adult_f","mortality_adult_m","mortality_under_5","malaria_deaths","cvd_cancer_diabetes_crd_death_perc","aids_hiv_deaths","gdp","population","dom_gvt_health_exp","gvt_health_exp","iso3c","region","capital","longitude","latitude","income","lending"
"BO","Bolivia",2000,62.452,NA,207.982,272.111,NA,NA,20.8,NA,8397912509.09679,8418270,24.2609787,NA,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",2002,63.64,NA,199,263.688,NA,NA,19.8,NA,7905485216.17852,8742822,23.52916145,NA,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",2006,65.853,NA,183.802,248.279,NA,NA,18.2,NA,11451869164.7112,9395449,31.8255825,NA,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",2003,64.21,53.6211738586426,195.201,259.836,74.9786758422852,NA,19.3,NA,8082364868.39357,8905820,25.0013485,NA,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",2009,67.476,NA,172.675,236.186,NA,NA,18.1,NA,17339992165.2422,9884790,55.40349197,NA,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",2013,69.468,NA,158.56,221.459,NA,NA,18,NA,30659338885.6729,10542375,94.87787628,NA,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",2015,70.277,NA,152.314,216.726,NA,NA,18.2,NA,33000198248.9146,10869732,130.74249268,NA,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",2014,69.891,NA,155.437,219.093,NA,NA,18.1,NA,32996188017.3661,10706517,113.79570007,NA,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",2007,66.395,NA,180.002,244.427,NA,NA,18.3,NA,13120183156.7149,9558438,38.09759521,NA,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",2005,65.312,NA,187.602,252.131,NA,NA,18.7,NA,9549077869.10651,9232301,28.48199272,NA,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BR","Brazil",2008,72.966,NA,105.214,214.047,NA,NA,18.4,NA,1695824565983.2,192030362,309.48162842,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2006,72.26,NA,109.011,221.268,NA,NA,18.7,NA,1107640289615.23,188167353,208.45513916,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2011,73.921,NA,100.77,204.383,NA,NA,17.6,NA,2616200980392.16,197514541,459.04266357,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2010,73.619,NA,102.251,207.604,NA,NA,17.7,NA,2208871646202.82,195713637,403.70431519,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2000,70.116,NA,125.46,247.531,NA,NA,21.6,NA,655420645476.906,174790339,130.12745667,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2005,71.896,NA,111.325,225.268,NA,NA,19,NA,891630177251.068,186127108,160.25283813,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2014,74.745,NA,96.498,196.135,NA,NA,16.3,NA,2455993625159.37,202763744,448.03720093,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2002,70.813,NA,118.269,237.267,NA,NA,20.5,NA,507962487700.024,179537523,104.67368317,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2012,74.209,NA,99.288,201.161,NA,NA,17.1,NA,2465188674415.03,199287292,414.97561646,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2007,72.618,NA,106.696,217.268,NA,NA,18.4,NA,1397084349956.35,190130445,256.0569458,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2001,70.462,NA,121.864,242.399,NA,NA,21.1,NA,559372276081.966,177196051,111.01911926,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2009,73.3,NA,103.733,210.825,NA,NA,18,NA,1667019783585.08,193886505,318.75631714,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2013,74.483,NA,97.893,198.648,NA,NA,16.8,NA,2472806919901.67,201035904,436.80386353,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2015,74.994,NA,95.103,193.622,NA,NA,16.2,NA,1802214373741.32,204471759,335.48828125,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2003,71.17,NA,115.955,233.267,NA,NA,20.1,NA,558319920831.979,181809244,107.75836182,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2004,71.531,NA,113.64,229.267,NA,NA,20,NA,669316654017.094,184006479,126.10288239,NA,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BS","Bahamas, The",2011,72.263,NA,124.421,206.655,NA,NA,20.5,NA,10070450000,359583,665.11425781,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2007,71.998,NA,132.382,216.823,NA,NA,19.8,NA,10618340000,337387,566.55926514,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2009,72.067,NA,128.401,211.739,NA,NA,20.3,NA,9981960000,349600,670.19024658,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2006,71.988,NA,133.676,219.66,NA,NA,20.5,NA,10167250000,331032,508.99795532,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2008,72.022,NA,130.391,214.281,NA,NA,20.2,NA,1.0526e+10,343680,638.43365479,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2004,71.988,NA,136.264,225.333,NA,NA,21.3,NA,9055290000,318893,457.63619995,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2005,71.987,NA,134.97,222.497,NA,NA,20.1,NA,9836200000,324848,480.7064209,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2003,71.986,NA,137.558,228.17,NA,NA,19.6,NA,8870090000,313123,461.29519653,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2013,72.62,NA,121.208,202.214,NA,NA,19.1,NA,10568400000,367162,734.34973145,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2012,72.424,NA,122.431,204.113,NA,NA,19.8,NA,10720500000,363581,682.16943359,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2002,71.977,NA,138.853,231.007,NA,NA,19.4,NA,8881160000,307657,435.71713257,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2015,73.088,NA,118.763,198.415,NA,NA,19.4,NA,11710800000,374200,725.54077148,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2014,72.847,NA,119.986,200.314,NA,NA,18.8,NA,11111600000,370625,750.847229,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2001,71.954,NA,140.247,234.827,NA,NA,20.7,NA,8317830000,302618,430.49310303,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2000,71.914,NA,141.64,238.648,NA,NA,19.8,NA,8076470000,298045,408.0435791,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2010,72.144,NA,126.411,209.197,NA,NA,20.6,NA,10095760000,354936,673.92047119,NA,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BT","Bhutan",2004,64.483,NA,263.697,257.967,NA,NA,21.5,NA,682523857.01677,638809,30.98315048,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2011,68.84,NA,227.921,219.571,NA,NA,19.3,NA,1777101316.67756,693297,58.41002655,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2012,69.263,NA,224.69,215.608,NA,NA,19.2,NA,1781281281.57912,701582,59.81879807,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2015,70.419,NA,209.353,206.653,NA,NA,18.9,NA,2003598212.99135,727885,73.18417358,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2010,68.384,NA,231.151,223.534,NA,NA,19.4,NA,1547991317.81183,685502,53.38419724,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2009,67.882,NA,234.382,227.497,NA,NA,19.9,NA,1234014291.82342,678329,45.14197922,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2003,63.624,NA,271.314,265.481,NA,NA,21.9,NA,604041957.921855,627840,26.1007309,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2002,62.728,NA,278.932,272.996,NA,NA,22.2,NA,520849551.532606,616025,26.16670799,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2005,65.289,NA,256.079,250.452,NA,NA,21.2,NA,796938120.181406,648744,30.5106926,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2006,66.031,NA,248.462,242.938,NA,NA,20.9,NA,874989895.601121,657404,30.91381645,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2007,66.709,NA,240.844,235.423,NA,NA,20.6,NA,1168308516.63301,664873,42.64613342,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2014,70.046,NA,214.465,209.638,NA,NA,19,NA,1907090813.45906,719053,61.34941101,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2001,61.808,NA,286.892,280.963,NA,NA,22.7,NA,461444513.66815,603643,25.41285133,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2000,60.884,NA,294.852,288.931,NA,NA,23.1,NA,424464089.897641,591014,24.61167717,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2008,67.325,NA,237.613,231.46,NA,NA,20.2,NA,1227808790.6733,671611,40.68577576,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2013,69.662,NA,219.577,212.623,NA,NA,19.1,NA,1756215665.09323,710235,60.78598022,NA,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BW","Botswana",2014,66.265,NA,210.225,328.456,NA,NA,30.2,NA,16250781586.6579,2088619,295.56283569,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2007,54.983,NA,390.075,487.206,NA,NA,33.7,NA,10939053365.4786,1875458,176.31248474,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2008,56.679,NA,360.343,465.814,NA,NA,33.3,NA,10945070441.9283,1915636,205.47419739,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2005,52.13,NA,449.733,547.027,NA,NA,36.7,NA,9918907108.09702,1799077,156.64634705,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2013,64.976,NA,225.82,354.351,NA,NA,30.7,NA,14901750991.2012,2062551,287.4914856,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2003,50.518,NA,509.391,606.848,NA,NA,37.4,NA,7511582173.37724,1734387,155.05502319,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2015,67.338,NA,194.629,302.561,NA,NA,29.7,NA,14420593484.0557,2120716,263.83612061,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2006,53.435,NA,419.904,517.116,NA,NA,35.3,NA,10137883299.3156,1835911,150.80029297,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2004,51.15,NA,479.562,576.937,NA,NA,37.2,NA,8957467706.5354,1765533,171.54795837,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2000,50.629,NA,507.203,615.861,NA,NA,38.4,NA,5788329609.15755,1643333,112.520401,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2001,50.281,NA,523.211,626.31,NA,NA,38.2,NA,5489608299.66445,1674674,114.29141998,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2002,50.232,NA,539.22,636.758,NA,NA,37.8,NA,5438857106.73536,1704637,119.11149597,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2009,58.447,NA,330.611,444.422,NA,NA,31.7,NA,10267133177.7334,1953495,176.63598633,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2011,61.91,NA,271.148,401.638,NA,NA,31,NA,15351972361.1477,2015406,270.25500488,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2012,63.511,NA,241.416,380.246,NA,NA,31,NA,14380004175.1194,2039551,312.07009888,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",2010,60.211,NA,300.88,423.03,NA,NA,31.3,NA,12786654498.3514,1987106,229.39633179,NA,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BY","Belarus",2012,71.9658536585366,NA,97.548,287.27,NA,NA,27.5,NA,65685102554.8759,9464495,240.20671082,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2013,72.4707317073171,NA,95.272,273.671,NA,NA,26.4,NA,75527984234.2342,9465997,286.02340698,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2015,73.6243902439025,NA,82.36,245.384,NA,NA,24.7,NA,56454734396.5842,9489616,220.49508667,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2000,68.9121951219512,NA,125.338,354.094,NA,NA,33.2,NA,12738912133.8912,9979610,45.40636826,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2005,68.8512195121951,NA,127.967,369.192,NA,NA,34.1,NA,30207567316.6202,9663915,147.7371521,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2001,68.5073170731707,NA,130.326,369.56,NA,NA,34.5,NA,12354820143.8849,9928549,55.44907379,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2007,70.2073170731707,NA,115.608,332.936,NA,NA,30.8,NA,45277399813.6067,9560953,197.2641449,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2006,69.4048780487805,NA,122.46,355.849,NA,NA,32.7,NA,36954312354.3124,9604924,160.04983521,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2004,68.9560975609756,NA,128.963,362.612,NA,NA,33.7,NA,23144351851.8519,9730146,109.46315765,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2008,70.4560975609756,NA,111.707,334.107,NA,NA,30.9,NA,60763483146.0674,9527985,231.38847351,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2002,68.0560975609756,NA,137.368,383.421,NA,NA,35.6,NA,14594249022.8922,9865548,63.17391586,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2014,72.9707317073171,NA,89.986,261.217,NA,NA,25.7,NA,78813839984.3506,9474511,281.8421936,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2003,68.5536585365854,NA,130.887,372.783,NA,NA,34.5,NA,17827791321.3067,9796749,83.51525116,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2009,70.4073170731707,NA,113.28,330.003,NA,NA,30.7,NA,50874078052.2735,9506765,187.69612122,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2010,70.4048780487805,NA,112.143,334.194,NA,NA,30.8,NA,57222490768.7143,9490583,233.85365295,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",2011,70.5536585365854,NA,114.383,336.426,NA,NA,30.7,NA,61757788944.7236,9473172,202.59625244,NA,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BZ","Belize",2003,69.511,NA,145.414,241.688,NA,NA,18.8,NA,983575615.245365,269428,85.14881897,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2015,74.034,8.83975028991699,128.639,220.346,12.0011548995972,NA,16.4,NA,1721700991.46912,360926,192.69035339,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2008,71.059,NA,137.806,225.59,NA,NA,16.3,NA,1351338648.58457,306822,165.10675049,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2010,72.057,NA,137.038,226.13,NA,NA,17.1,NA,1377177082.6384,322465,161.29804993,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2004,69.749,NA,143.608,237.596,NA,NA,19.2,NA,1051386576.48391,276516,86.65720367,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2012,73.044,NA,136.27,226.67,NA,NA,16.3,NA,1522897506.07849,338001,161.8961792,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2011,72.57,NA,136.654,226.4,NA,NA,16.6,NA,1460797903.23406,330236,165.31681824,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2006,70.286,NA,139.996,229.412,NA,NA,18,NA,1210603726.50843,291338,107.79454803,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2014,73.782,NA,131.183,222.454,NA,NA,16.4,NA,1667335060.96064,353366,183.66950989,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2002,69.272,NA,147.22,245.78,NA,NA,19.3,NA,925197971.508255,262387,86.77960968,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2001,69.04,NA,146.894,243.328,NA,NA,20.3,NA,868358727.467205,255068,81.10136414,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2009,71.541,NA,137.422,225.86,NA,NA,17.1,NA,1317309445.60202,314655,155.31262207,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2005,69.998,NA,141.802,233.504,NA,NA,18.2,NA,1102564880.0365,283798,92.62863159,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2007,70.636,NA,138.19,225.32,NA,NA,17.5,NA,1271598044.64669,299031,135.58039856,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2013,73.452,NA,133.726,224.562,NA,NA,16.1,NA,1579411253.00514,345707,172.0019989,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",2000,68.847,NA,146.568,240.876,NA,NA,23.4,NA,832072464.652775,247310,62.30260468,NA,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"CA","Canada",2009,80.9951219512195,NA,54.772,87.745,NA,NA,11.5,NA,1374625142157.29,33628895,3202.17529297,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2007,80.5439024390244,NA,55.455,91.762,NA,NA,12.2,NA,1468820407783.26,32889025,3061.61645508,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2010,81.2463414634146,NA,52.65,85.388,NA,NA,11.1,NA,1617343367486.26,34004889,3694.08837891,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2013,81.7487804878049,NA,51.026,81.269,NA,NA,10.5,NA,1846597421834.98,35082954,4017.18554688,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2008,80.6951219512195,NA,55.879,89.926,NA,NA,11.9,NA,1552989690721.65,33247118,3259.84985352,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2006,80.3439024390244,NA,55.857,91.806,NA,NA,12.3,NA,1319264809590.97,32571174,2746.90869141,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2000,79.1365853658537,NA,61.045,100.924,NA,NA,14.4,NA,744773415931.587,30685730,1462.77404785,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2015,81.9,NA,50.806,81.304,NA,NA,10.3,NA,1556508816217.14,35702908,3417.48291016,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2012,81.6487804878049,NA,52.471,82.45,NA,NA,10.7,NA,1828366481521.6,34714222,4045.8581543,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2004,79.8926829268293,NA,57.038,94.7,NA,NA,13.1,NA,1026690238278.25,31940655,2137.1105957,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2005,80.1926829268293,NA,57.101,94.329,NA,NA,12.7,NA,1173108598778.68,32243753,2407.61767578,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2001,79.3390243902439,NA,59.333,99.424,NA,NA,14,NA,738981792355.372,31020902,1502.57202148,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2011,81.4487804878049,NA,52.681,82.896,NA,NA,10.8,NA,1793326630174.52,34339328,3953.73120117,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2002,79.490243902439,NA,59.461,96.843,NA,NA,13.8,NA,760649334098.005,31360079,1564.16479492,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2003,79.7414634146342,NA,58.285,96.936,NA,NA,13.5,NA,895540646634.787,31644028,1874.5111084,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",2014,81.8,NA,51.45,81.528,NA,NA,10.4,NA,1805749878439.94,35437435,3821.84619141,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CD","Congo, Dem. Rep.",2002,51.385,NA,306.79,359.275,NA,NA,27.5,NA,8728038525.14034,49871670,0.18199034,NA,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2003,52.144,NA,299.976,352.011,NA,NA,27.9,NA,8937567059.87754,51425583,0.39777634,NA,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2012,57.914,NA,248.14,296.554,NA,NA,25.9,NA,29306235826.3885,69020749,2.26146197,NA,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2008,55.743,NA,267.802,317.672,NA,NA,26.8,NA,19788515873.8942,60411195,0.95203674,NA,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2004,52.917,NA,293.161,344.746,NA,NA,27.8,NA,10297483481.223,53068869,0.36003143,NA,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2001,50.667,NA,312.244,365.04,NA,NA,27.9,NA,7438189100.33333,48428534,0.23648164,NA,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2007,55.091,91.7761383056641,272.718,322.952,147.866760253906,NA,26.8,NA,16737071816.38,58453687,0.69406509,NA,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2011,57.427,NA,253.056,301.834,NA,NA,26.3,NA,25839749198.8233,66755151,1.37118042,NA,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2005,53.675,NA,286.347,337.481,NA,NA,27.5,NA,11964484667.9102,54785894,0.47456753,NA,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2015,59.254,NA,235.692,284.355,NA,NA,24.3,NA,37917704900.0794,76244532,3.29248428,NA,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
